gembira,즐거운/기쁜,Anak-anak terlihat gembira bermain di taman.,아이들이 공원에서 즐겁게 노는 것처럼 보인다.
kecewa,실망한,Dia merasa kecewa dengan hasil ujiannya.,그는 시험 결과에 실망했다.
cemas,불안한/걱정스러운,Ibu terlihat cemas menunggu anaknya pulang.,어머니는 아이가 집에 오기를 불안하게 기다리고 있다.
tenang,차분한/평온한,Suasana di desa ini sangat tenang.,이 마을의 분위기는 매우 평온하다.
gelisah,불안한/초조한,Dia merasa gelisah sebelum presentasi.,그는 발표 전에 초조함을 느꼈다.
rindu,그리운,Saya sangat rindu kampung halaman.,나는 고향이 매우 그립다.
bangga,자랑스러운,Orang tua merasa bangga dengan prestasi anaknya.,부모는 자녀의 성취를 자랑스럽게 여긴다.
minder,자신 없는/위축된,Jangan minder karena kekuranganmu.,자신의 부족함 때문에 위축되지 마라.
iri,부러운/질투하는,Dia merasa iri melihat kesuksesan temannya.,그는 친구의 성공을 보며 부러움을 느꼈다.
bingung,혼란스러운/당황한,Saya bingung dengan penjelasan yang panjang itu.,나는 그 긴 설명에 혼란스러웠다.
heran,놀란/이상하게 여기는,Semua orang heran melihat kejadian itu.,모든 사람이 그 사건을 보고 놀랐다.
terharu,감동받은,Saya sangat terharu mendengar cerita itu.,나는 그 이야기를 듣고 매우 감동받았다.
putus asa,절망한,Jangan putus asa menghadapi kesulitan.,어려움을 마주해도 절망하지 마라.
optimis,낙관적인,Dia selalu optimis menghadapi tantangan.,그는 항상 낙관적으로 도전을 맞이한다.
pesimis,비관적인,Sikap pesimis tidak membantu menyelesaikan masalah.,비관적인 태도는 문제 해결에 도움이 되지 않는다.
cermat,신중한/꼼꼼한,Dia sangat cermat dalam menyelesaikan tugasnya.,그는 과제를 완수하는 데 매우 꼼꼼하다.
teliti,꼼꼼한/세심한,Pekerja yang teliti jarang membuat kesalahan.,세심한 일꾼은 실수를 잘 하지 않는다.
ceroboh,부주의한/덜렁거리는,Kecelakaan terjadi karena dia ceroboh.,그가 부주의했기 때문에 사고가 났다.
tekun,성실한/꾸준한,Dia tekun belajar setiap hari tanpa henti.,그는 매일 쉬지 않고 꾸준히 공부한다.
gigih,끈질긴/집요한,Atlet itu gigih berlatih demi meraih medali.,그 운동선수는 메달을 위해 끈질기게 훈련한다.
lincah,활발한/민첩한,Anak itu sangat lincah dan penuh energi.,그 아이는 매우 활발하고 에너지가 넘친다.
pemalu,수줍음 많은,Dia anak yang pemalu dan jarang bicara.,그는 수줍음이 많고 말을 잘 하지 않는 아이이다.
pemberani,용감한/담대한,Pejuang itu sangat pemberani di medan perang.,그 전사는 전쟁터에서 매우 용감했다.
penakut,겁쟁이인/소심한,Jangan bersikap penakut dalam mengambil keputusan.,결정을 내릴 때 소심하게 굴지 마라.
egois,이기적인,Orang yang egois sulit bekerja sama dengan orang lain.,이기적인 사람은 다른 사람과 협력하기 어렵다.
murah hati,인심 좋은/관대한,Dia dikenal sebagai orang yang murah hati.,그는 인심 좋은 사람으로 알려져 있다.
keras kepala,고집스러운,Anak itu sangat keras kepala dan tidak mau mendengar.,그 아이는 매우 고집스러워서 말을 듣지 않는다.
fleksibel,유연한/융통성 있는,Pemimpin yang baik harus fleksibel dalam mengambil keputusan.,좋은 지도자는 결정을 내릴 때 유연해야 한다.
disiplin,규율 있는/엄격한,Tentara harus selalu disiplin dalam menjalankan tugas.,군인은 임무 수행에서 항상 규율이 있어야 한다.
kreatif,창의적인,Desainer itu sangat kreatif dalam pekerjaannya.,그 디자이너는 일에서 매우 창의적이다.
rusak,고장 난/망가진,Mesin cuci di rumah saya sudah rusak.,우리 집 세탁기가 이미 고장 났다.
utuh,온전한/완전한,Barang ini masih utuh dan tidak ada yang rusak.,이 물건은 아직 온전하고 망가진 것이 없다.
segar,신선한/상쾌한,Buah-buahan ini masih sangat segar.,이 과일들은 아직 매우 신선하다.
busuk,썩은,Makanan yang busuk jangan dimakan.,썩은 음식은 먹지 마라.
matang,익은/성숙한,Pilih mangga yang sudah matang untuk dimakan.,먹을 망고는 이미 익은 것을 골라라.
mentah,날것의/덜 익은,Jangan makan daging yang masih mentah.,아직 날것인 고기는 먹지 마라.
tajam,날카로운/예리한,Pisau itu sangat tajam jadi hati-hati.,그 칼은 매우 날카로우니 조심해라.
tumpul,무딘,Pensil ini sudah tumpul dan perlu diraut.,이 연필은 이미 무뎌서 깎아야 한다.
licin,미끄러운,Lantai basah itu sangat licin dan berbahaya.,그 젖은 바닥은 매우 미끄럽고 위험하다.
kasat mata,눈에 보이는/가시적인,Perubahan itu sudah kasat mata bagi semua orang.,그 변화는 모든 사람에게 이미 눈에 보인다.
halus,부드러운/매끄러운,Kulit bayi itu sangat halus.,그 아기의 피부는 매우 부드럽다.
padat,빽빽한/조밀한,Jadwal minggu ini sangat padat.,이번 주 일정이 매우 빽빽하다.
jarang,드문/희박한,Hujan salju sangat jarang terjadi di Indonesia.,눈은 인도네시아에서 매우 드물게 온다.
lebat,울창한/무성한,Hutan di pulau itu sangat lebat.,그 섬의 숲은 매우 울창하다.
bulat,둥근,Bumi berbentuk bulat seperti bola.,지구는 공처럼 둥근 모양이다.
oval,타원형의,Meja makan kami berbentuk oval.,우리 식탁은 타원형이다.
persegi,정사각형의,Ruangan itu berbentuk persegi.,그 방은 정사각형 모양이다.
segitiga,삼각형의,Atap rumah itu berbentuk segitiga.,그 집의 지붕은 삼각형 모양이다.
rata,평평한/고른,Permukaan meja ini sangat rata.,이 책상의 표면은 매우 평평하다.
miring,기울어진/비스듬한,Gambar itu terpasang miring di dinding.,그 그림은 벽에 기울어지게 걸려 있다.
melengkung,구부러진/곡선의,Jalan di pegunungan itu banyak yang melengkung.,산속의 그 길은 구부러진 곳이 많다.
bergelombang,물결 모양의/울퉁불퉁한,Rambut perempuan itu bergelombang dan indah.,그 여성의 머리카락은 물결 모양이고 아름답다.
transparan,투명한,Kaca jendela itu sangat transparan.,그 창문 유리는 매우 투명하다.
kusam,칙칙한/윤기 없는,Warna cat dinding itu sudah kusam.,그 벽 페인트 색깔은 이미 칙칙해졌다.
mencolok,눈에 띄는/화려한,Warna bajunya sangat mencolok di antara yang lain.,그의 옷 색깔은 다른 사람들 사이에서 매우 눈에 띈다.
manis,달콤한,Kue ini sangat manis dan lezat.,이 케이크는 매우 달콤하고 맛있다.
