nasi,밥/쌀밥,Nasi adalah makanan pokok masyarakat Indonesia.,밥은 인도네시아 사람들의 주식이다.
mie,국수/면,Ia memasak mie goreng untuk sarapan pagi.,그는 아침 식사로 볶음면을 요리했다.
roti,빵,Roti bakar dengan mentega adalah sarapan favoritnya.,버터를 바른 토스트가 그가 가장 좋아하는 아침 메뉴이다.
telur,달걀,Telur dadar adalah lauk yang mudah dan praktis dibuat.,스크램블 에그는 만들기 쉽고 편리한 반찬이다.
daging,고기,Daging sapi itu dimasak dengan bumbu rempah yang kaya.,그 쇠고기는 풍부한 향신료로 요리되었다.
ayam,닭/닭고기,Ayam goreng adalah salah satu makanan favorit anak-anak.,치킨 튀김은 아이들이 가장 좋아하는 음식 중 하나이다.
ikan,생선/물고기,Ikan bakar dengan sambal terasa sangat lezat.,삼발 소스를 곁들인 구운 생선은 매우 맛있다.
sayur,채소,Sayur bayam dimasak dengan bumbu bawang putih.,시금치는 마늘 양념으로 요리되었다.
buah,과일,Buah-buahan segar sangat baik untuk kesehatan tubuh.,신선한 과일은 몸 건강에 매우 좋다.
beras,쌀(생쌀),Beras itu dimasak dalam periuk hingga matang sempurna.,그 쌀은 완전히 익을 때까지 솥에서 요리되었다.
tepung,밀가루/가루,Tepung terigu digunakan untuk membuat roti dan kue.,밀가루는 빵과 케이크를 만드는 데 사용된다.
gula,설탕,Ia mengurangi gula dalam minumannya demi kesehatan.,그는 건강을 위해 음료의 설탕을 줄였다.
garam,소금,Tambahkan sedikit garam untuk menyempurnakan rasanya.,맛을 완성하기 위해 소금을 조금 더 넣어라.
minyak,기름,Panaskan minyak sebelum memasukkan bahan-bahan lainnya.,다른 재료를 넣기 전에 기름을 가열해라.
bumbu,양념/향신료,Bumbu rahasia ibunya membuat masakan itu terasa istimewa.,어머니의 비밀 양념이 그 요리를 특별하게 만든다.
sambal,삼발 소스(인도네시아 고추 소스),Sambal pedas itu membuat selera makannya bertambah.,그 매운 삼발 소스가 그의 식욕을 돋웠다.
sup,수프,Sup ayam hangat itu sangat menyegarkan di hari yang dingin.,그 따뜻한 닭 수프는 추운 날에 매우 상쾌하다.
kue,케이크/과자,Kue ulang tahun itu dihiasi dengan buah-buahan segar.,그 생일 케이크는 신선한 과일로 장식되었다.
makanan,음식,Makanan sehat harus mengandung gizi yang seimbang.,건강한 음식은 균형 잡힌 영양을 포함해야 한다.
minuman,음료,Minuman hangat sangat cocok di pagi hari yang sejuk.,따뜻한 음료는 서늘한 아침에 매우 잘 맞는다.
air,물,Air putih adalah minuman terbaik untuk tubuh.,물은 몸에 가장 좋은 음료이다.
