makan,먹다,Saya makan nasi setiap hari.,나는 매일 밥을 먹는다.
minum,마시다,Dia minum air putih setelah olahraga.,그는 운동 후에 물을 마신다.
tidur,자다,Anak itu tidur pukul delapan malam.,그 아이는 저녁 8시에 잔다.
bangun,일어나다,Saya bangun pagi setiap hari.,나는 매일 아침 일찍 일어난다.
berjalan,걷다,Kami berjalan ke sekolah bersama.,우리는 함께 학교까지 걸어간다.
berlari,달리다,Dia berlari setiap pagi di taman.,그는 매일 아침 공원에서 달린다.
duduk,앉다,Silakan duduk di kursi ini.,이 의자에 앉으세요.
berdiri,서다,Semua orang berdiri saat lagu kebangsaan.,국가가 울릴 때 모두 일어섰다.
berbicara,말하다,Dia berbicara dengan sopan kepada semua orang.,그는 모든 사람에게 공손하게 말한다.
mendengar,듣다,Saya senang mendengar musik klasik.,나는 클래식 음악 듣는 것을 좋아한다.
melihat,보다,Kami melihat pertunjukan di teater.,우리는 극장에서 공연을 보았다.
membaca,읽다,Dia suka membaca buku sebelum tidur.,그는 자기 전에 책 읽는 것을 좋아한다.
menulis,쓰다,Saya menulis surat untuk teman lama.,나는 오랜 친구에게 편지를 썼다.
belajar,공부하다,Mereka belajar bahasa Indonesia di kampus.,그들은 대학에서 인도네시아어를 공부한다.
mengajar,가르치다,Ibu itu mengajar matematika di sekolah.,그 선생님은 학교에서 수학을 가르친다.
bekerja,일하다,Ayah bekerja di kantor setiap hari.,아버지는 매일 사무실에서 일한다.
bermain,놀다,Anak-anak bermain di halaman rumah.,아이들은 집 마당에서 논다.
menyanyi,노래하다,Dia menyanyi dengan merdu di atas panggung.,그녀는 무대 위에서 아름답게 노래한다.
menari,춤추다,Mereka menari tarian tradisional Jawa.,그들은 자바 전통 춤을 춘다.
memasak,요리하다,Ibu memasak soto ayam untuk makan malam.,어머니는 저녁으로 소토 아얌을 요리한다.
membeli,사다,Saya membeli baju baru di pasar.,나는 시장에서 새 옷을 샀다.
menjual,팔다,Dia menjual sayuran segar setiap pagi.,그는 매일 아침 신선한 채소를 판다.
membawa,가져오다,Tolong bawa tas ini ke ruang tamu.,이 가방을 거실로 가져다 주세요.
mengambil,가져가다/집다,Dia mengambil buku dari rak.,그는 선반에서 책을 집었다.
memberikan,주다,Ibu memberikan hadiah kepada anaknya.,어머니는 아이에게 선물을 주었다.
menerima,받다,Saya menerima paket dari teman.,나는 친구에게서 소포를 받았다.
membuka,열다,Tolong buka jendela itu.,저 창문을 열어 주세요.
menutup,닫다,Dia menutup pintu dengan pelan.,그는 문을 조용히 닫았다.
mencuci,씻다/빨다,Saya mencuci tangan sebelum makan.,나는 밥 먹기 전에 손을 씻는다.
mandi,샤워하다,Dia mandi dua kali sehari.,그는 하루에 두 번 샤워한다.
berpakaian,옷을 입다,Anak itu berpakaian rapi untuk sekolah.,그 아이는 학교에 가기 위해 단정하게 옷을 입는다.
pergi,가다,Kami pergi ke pantai akhir pekan ini.,우리는 이번 주말에 해변에 간다.
datang,오다,Tamu itu datang lebih awal dari jadwal.,그 손님은 예정보다 일찍 왔다.
pulang,돌아가다/귀가하다,Ayah pulang kerja pukul enam sore.,아버지는 오후 6시에 퇴근한다.
kembali,돌아오다,Dia kembali dari luar negeri minggu lalu.,그는 지난주에 해외에서 돌아왔다.
masuk,들어가다,Silakan masuk ke dalam ruangan.,방 안으로 들어오세요.
keluar,나가다,Dia keluar dari kantor lebih awal.,그는 사무실에서 일찍 나갔다.
naik,오르다/타다,Kami naik bus menuju stasiun.,우리는 버스를 타고 역으로 향한다.
turun,내리다/내려가다,Tolong turun di halte berikutnya.,다음 정류장에서 내려 주세요.
mencari,찾다,Saya mencari kunci yang hilang.,나는 잃어버린 열쇠를 찾고 있다.
menemukan,발견하다,Dia menemukan dompet di jalan.,그는 길에서 지갑을 발견했다.
membantu,돕다,Dia selalu membantu orang yang kesulitan.,그는 항상 어려움에 처한 사람을 돕는다.
bertanya,묻다/질문하다,Murid itu bertanya kepada gurunya.,그 학생은 선생님에게 질문했다.
menjawab,대답하다,Dia menjawab semua pertanyaan dengan benar.,그는 모든 질문에 정확하게 대답했다.
menjelaskan,설명하다,Guru menjelaskan materi dengan sabar.,선생님은 내용을 인내심 있게 설명했다.
mengerti,이해하다,Apakah kamu mengerti penjelasan tadi?,방금 설명을 이해했나요?
tahu,알다,Saya tidak tahu alamat rumahnya.,나는 그의 집 주소를 모른다.
berpikir,생각하다,Dia berpikir sejenak sebelum menjawab.,그는 대답하기 전에 잠시 생각했다.
ingat,기억하다,Saya masih ingat hari pertama kami bertemu.,나는 우리가 처음 만난 날을 아직 기억한다.
lupa,잊다,Maaf saya lupa membawa buku itu.,미안해요, 그 책 가져오는 걸 잊었어요.
merasa,느끼다,Saya merasa senang hari ini.,나는 오늘 기분이 좋다.
suka,좋아하다,Dia suka makan makanan pedas.,그는 매운 음식을 좋아한다.
mencintai,사랑하다,Dia mencintai keluarganya dengan sepenuh hati.,그는 온 마음으로 가족을 사랑한다.
membenci,미워하다,Saya tidak mau membenci siapapun.,나는 누구도 미워하고 싶지 않다.
tertawa,웃다,Mereka tertawa bersama mendengar cerita lucu.,그들은 웃긴 이야기를 듣고 함께 웃었다.
menangis,울다,Anak itu menangis karena jatuh.,그 아이는 넘어져서 울었다.
tersenyum,미소 짓다,Dia selalu tersenyum kepada semua orang.,그는 항상 모든 사람에게 미소를 짓는다.
marah,화내다,Dia marah karena janjinya dilanggar.,그는 약속이 깨져서 화를 냈다.
takut,두려워하다,Anak itu takut pada kegelapan.,그 아이는 어둠을 두려워한다.
khawatir,걱정하다,Ibu khawatir karena anaknya belum pulang.,어머니는 아이가 아직 안 왔기 때문에 걱정했다.
berharap,바라다/희망하다,Saya berharap kamu sehat selalu.,당신이 항상 건강하기를 바란다.
bermimpi,꿈꾸다,Dia bermimpi menjadi dokter sejak kecil.,그는 어릴 때부터 의사가 되는 꿈을 꿨다.
berusaha,노력하다,Dia terus berusaha meski gagal berkali-kali.,그는 여러 번 실패해도 계속 노력한다.
mencoba,시도하다,Saya ingin mencoba masakan baru ini.,나는 이 새로운 요리를 시도해 보고 싶다.
berhasil,성공하다,Akhirnya dia berhasil lulus ujian.,결국 그는 시험에 합격했다.
gagal,실패하다,Dia gagal dalam percobaan pertama.,그는 첫 번째 시도에서 실패했다.
memulai,시작하다,Mari kita memulai rapat sekarang.,지금 회의를 시작합시다.
menyelesaikan,끝내다/완성하다,Dia menyelesaikan tugasnya tepat waktu.,그는 과제를 제때 완성했다.
berhenti,멈추다/그만두다,Dia berhenti merokok tahun lalu.,그는 작년에 담배를 끊었다.
melanjutkan,계속하다,Silakan melanjutkan cerita Anda.,이야기를 계속해 주세요.
menggunakan,사용하다,Saya menggunakan aplikasi ini setiap hari.,나는 매일 이 앱을 사용한다.
membuat,만들다,Dia membuat kue untuk ulang tahun adiknya.,그는 동생 생일을 위해 케이크를 만들었다.
membangun,짓다/건설하다,Mereka sedang membangun jembatan baru.,그들은 새 다리를 건설하고 있다.
memperbaiki,고치다/수리하다,Ayah memperbaiki sepeda yang rusak.,아버지는 망가진 자전거를 고쳤다.
menghitung,세다/계산하다,Dia menghitung uang kembaliannya.,그는 거스름돈을 세었다.
membayar,지불하다,Saya membayar tagihan listrik bulan ini.,나는 이번 달 전기 요금을 납부했다.
mengirim,보내다,Saya mengirim pesan kepada ibuku.,나는 어머니에게 메시지를 보냈다.
menerima,받다,Dia menerima telepon dari bosnya.,그는 상사로부터 전화를 받았다.
menghubungi,연락하다,Tolong hubungi saya jika ada masalah.,문제가 있으면 연락해 주세요.
bertemu,만나다,Kita bisa bertemu di kafe besok.,내일 카페에서 만날 수 있어요.
berpisah,헤어지다,Mereka berpisah di bandara dengan sedih.,그들은 공항에서 슬프게 헤어졌다.
menikah,결혼하다,Mereka menikah di sebuah gereja yang indah.,그들은 아름다운 교회에서 결혼했다.
melahirkan,출산하다,Ibu melahirkan bayi laki-laki yang sehat.,어머니는 건강한 남자 아이를 낳았다.
tumbuh,자라다,Tanaman ini tumbuh dengan cepat.,이 식물은 빠르게 자란다.
bepergian,여행하다,Keluarga kami suka bepergian saat liburan.,우리 가족은 휴가 때 여행하는 것을 좋아한다.
berenang,수영하다,Dia bisa berenang sejak usia lima tahun.,그는 다섯 살 때부터 수영할 수 있었다.
memasuki,진입하다/들어서다,Kami memasuki kawasan hutan yang lebat.,우리는 울창한 숲 지역으로 들어섰다.
menunggu,기다리다,Saya menunggu bus selama setengah jam.,나는 버스를 30분 동안 기다렸다.
menyiapkan,준비하다,Dia menyiapkan makan malam untuk keluarganya.,그는 가족을 위해 저녁 식사를 준비했다.
mengunjungi,방문하다,Kami mengunjungi nenek setiap bulan.,우리는 매달 할머니를 방문한다.
merawat,돌보다,Dia merawat ibunya yang sakit dengan penuh kasih.,그는 아픈 어머니를 사랑으로 돌봤다.
menyembuhkan,치료하다/낫게 하다,Dokter itu berhasil menyembuhkan pasiennya.,그 의사는 환자를 치료하는 데 성공했다.
berdoa,기도하다,Kami berdoa bersama sebelum makan.,우리는 밥 먹기 전에 함께 기도한다.
beribadah,예배드리다,Mereka beribadah di gereja setiap minggu.,그들은 매주 교회에서 예배를 드린다.
memaafkan,용서하다,Dia memaafkan temannya yang bersalah.,그는 잘못한 친구를 용서했다.
bersyukur,감사하다,Kita harus bersyukur atas berkat yang ada.,우리는 있는 축복에 감사해야 한다.
melayani,섬기다/서비스하다,Dia melayani pelanggan dengan ramah.,그는 고객에게 친절하게 서비스한다.
memimpin,이끌다/지도하다,Dia memimpin timnya dengan bijaksana.,그는 팀을 지혜롭게 이끌었다.
