Hagar,하갈,Hagar bertemu dengan malaikat Allah di padang gurun.,하갈은 광야에서 하나님의 천사를 만났다.
Ishak,이삭,Ishak adalah anak perjanjian yang dijanjikan kepada Abraham.,이삭은 아브라함에게 약속된 언약의 아들이다.
Yakub,야곱,Yakub bergumul dengan Allah dan namanya diubah menjadi Israel.,야곱은 하나님과 씨름하여 이름이 이스라엘로 바뀌었다.
Ribka,리브가,Ribka adalah istri Ishak yang dipilih oleh Allah.,리브가는 하나님이 선택하신 이삭의 아내이다.
Rahel,라헬,Rahel adalah istri yang sangat dikasihi oleh Yakub.,라헬은 야곱이 매우 사랑한 아내이다.
Lea,레아,Lea adalah kakak Rahel yang menjadi istri pertama Yakub.,레아는 라헬의 언니로 야곱의 첫 번째 아내가 되었다.
Harun,아론,Harun adalah kakak Musa yang menjadi imam besar pertama.,아론은 모세의 형으로 첫 번째 대제사장이 되었다.
Debora,드보라,Debora adalah hakim dan nabiah yang memimpin Israel.,드보라는 이스라엘을 이끈 사사이자 여선지자이다.
Hana,한나,Hana berdoa dengan sungguh-sungguh dan melahirkan Samuel.,한나는 간절히 기도하여 사무엘을 낳았다.
Samuel,사무엘,Samuel adalah nabi dan hakim terakhir bangsa Israel.,사무엘은 이스라엘의 마지막 선지자이자 사사였다.
Yonatan,요나단,Yonatan adalah sahabat setia Daud sejak muda.,요나단은 다윗의 어릴 때부터 신실한 친구였다.
Goliat,골리앗,Goliat dikalahkan oleh Daud dengan kuasa Tuhan.,골리앗은 주님의 능력으로 다윗에게 패배했다.
Elisa,엘리사,Elisa adalah murid dan penerus pelayanan nabi Elia.,엘리사는 선지자 엘리야의 제자이자 사역의 계승자이다.
Mikha,미가,Mikha menubuatkan bahwa Mesias akan lahir di Betlehem.,미가는 메시아가 베들레헴에서 태어날 것을 예언했다.
Zakharia,스가랴,Zakharia menubuatkan kedatangan raja yang menunggang keledai.,스가랴는 나귀를 타고 오시는 왕의 오심을 예언했다.
Maleakhi,말라기,Maleakhi adalah nabi terakhir dalam Perjanjian Lama.,말라기는 구약의 마지막 선지자이다.
Yohanes Pembaptis,세례 요한,Yohanes Pembaptis mempersiapkan jalan bagi kedatangan Yesus.,세례 요한은 예수님의 오심을 위해 길을 예비했다.
Nikodem,니고데모,Nikodem datang kepada Yesus pada malam hari untuk belajar.,니고데모는 배우기 위해 밤에 예수님께 왔다.
Maria Magdalena,막달라 마리아,Maria Magdalena adalah orang pertama yang melihat Yesus bangkit.,막달라 마리아는 부활하신 예수님을 처음 본 사람이다.
Zakheus,삭개오,Zakheus memanjat pohon ara untuk melihat Yesus.,삭개오는 예수님을 보기 위해 뽕나무에 올라갔다.
Babel,바벨,Menara Babel adalah simbol kesombongan manusia.,바벨탑은 인간의 교만의 상징이다.
Sodom,소돔,Sodom dihancurkan karena kejahatan penduduknya.,소돔은 주민들의 악함으로 인해 멸망했다.
Kanaan,가나안,Tanah Kanaan adalah tanah perjanjian yang diberikan Allah kepada Israel.,가나안 땅은 하나님이 이스라엘에게 주신 약속의 땅이다.
Efesus,에베소,Paulus menulis surat kepada jemaat di Efesus.,바울은 에베소 교회에 편지를 썼다.
Korintus,고린도,Jemaat Korintus menghadapi banyak masalah rohani dan moral.,"고린도 교회는 많은 영적, 도덕적 문제를 겪었다."
Roma,로마,Paulus menulis surat Roma yang kaya teologi.,바울은 신학적으로 풍부한 로마서를 썼다.
Patmos,밧모섬,Yohanes menerima wahyu dari Allah di pulau Patmos.,요한은 밧모섬에서 하나님의 계시를 받았다.
Kejadian,창세기,Kejadian menceritakan awal penciptaan dan sejarah manusia.,창세기는 창조의 시작과 인류의 역사를 기록한다.
kitab Imamat,레위기,Kitab Imamat berisi hukum dan peraturan ibadah Israel.,레위기는 이스라엘 예배의 법과 규정을 담고 있다.
Ulangan,신명기,Ulangan berisi khotbah terakhir Musa kepada bangsa Israel.,신명기는 이스라엘 민족에게 하는 모세의 마지막 설교를 담고 있다.
kitab Bilangan,민수기,Kitab Bilangan mencatat perjalanan Israel di padang gurun.,민수기는 광야에서의 이스라엘의 여정을 기록한다.
Roma,로마서,Surat Roma adalah fondasi teologi keselamatan Kristen.,로마서는 기독교 구원 신학의 토대이다.
surat,편지/서신,Paulus menulis banyak surat kepada jemaat-jemaat.,바울은 여러 교회들에게 많은 편지를 썼다.
peneguhan,안수/견진,Peneguhan dilakukan oleh penatua sebagai tanda pengutusan.,안수는 파송의 표시로 장로들에 의해 행해진다.
pengusiran setan,귀신 축사,Pengusiran setan dilakukan atas nama Yesus Kristus.,귀신 축사는 예수 그리스도의 이름으로 행해진다.
pengurapan orang sakit,병자 도유,Pengurapan orang sakit adalah tanda doa syafaat bagi kesembuhan.,병자 도유는 치유를 위한 중보 기도의 표시이다.
doa penutup,마무리 기도,Doa penutup mengakhiri ibadah dengan ucapan syukur.,마무리 기도는 감사의 말로 예배를 끝맺는다.
votum,선언/신앙 고백 선포,Votum diucapkan sebagai pembukaan resmi ibadah.,선언은 예배의 공식적인 시작으로 낭독된다.
responsorium,교창/응답송,Responsorium adalah nyanyian balasan antara pemimpin dan jemaat.,교창은 인도자와 교인 사이의 주고받는 노래이다.
paduan suara,합창단,Paduan suara menyanyikan lagu pujian dengan harmoni yang indah.,합창단은 아름다운 화음으로 찬양을 부른다.
kantata,칸타타,Kantata adalah karya musik rohani yang dinyanyikan dalam ibadah.,칸타타는 예배에서 불리는 영적 음악 작품이다.
bibliologi,성경론,Bibliologi mempelajari hakikat dan otoritas Alkitab.,성경론은 성경의 본질과 권위를 연구한다.
kristologi,기독론,Kristologi membahas siapa Yesus Kristus secara teologis.,기독론은 신학적으로 예수 그리스도가 누구인지를 다룬다.
pneumatologi,성령론,Pneumatologi mempelajari pribadi dan karya Roh Kudus.,성령론은 성령님의 인격과 사역을 연구한다.
anthropologi teologi,신학적 인간론,Anthropologi teologi membahas hakikat manusia menurut Alkitab.,신학적 인간론은 성경에 따른 인간의 본질을 다룬다.
hamartologi,죄론,Hamartologi adalah studi tentang dosa dan dampaknya.,죄론은 죄와 그 영향에 관한 연구이다.
angelologi,천사론,Angelologi mempelajari malaikat dan peranannya dalam rencana Allah.,천사론은 천사와 하나님의 계획 안에서의 역할을 연구한다.
eklektisisme,절충주의,Eklektisisme dalam teologi dapat membahayakan kemurnian doktrin.,신학에서의 절충주의는 교리의 순수성을 위협할 수 있다.
kanon Alkitab,성경 정경,Kanon Alkitab ditetapkan melalui proses panjang dalam sejarah gereja.,성경 정경은 교회 역사에서 긴 과정을 통해 확정되었다.
inspirasi Alkitab,성경 영감,Inspirasi Alkitab berarti Allah mengilhami para penulisnya.,성경 영감은 하나님이 기록자들에게 영감을 주셨다는 것을 의미한다.
infalibilitas,무오성,Infalibilitas Alkitab berarti Alkitab bebas dari kesalahan.,성경의 무오성은 성경에 오류가 없음을 의미한다.
otorisasi Alkitab,성경의 권위,Otorisasi Alkitab melampaui semua otoritas manusia.,성경의 권위는 모든 인간의 권위를 초월한다.
memuliakan,영화롭게 하다,Tujuan hidup kita adalah memuliakan Allah.,우리 삶의 목적은 하나님을 영화롭게 하는 것이다.
menguduskan,거룩하게 하다,Roh Kudus bekerja untuk menguduskan hati kita.,성령님은 우리의 마음을 거룩하게 하기 위해 일하신다.
mempersembahkan,드리다/바치다,Kita harus mempersembahkan hidup kita sebagai korban yang hidup.,우리는 삶을 살아 있는 제물로 드려야 한다.
memperbarui,새롭게 하다,Tuhan memperbarui kekuatan orang yang berharap kepada-Nya.,주님은 그분을 바라는 자의 힘을 새롭게 하신다.
mengandalkan,의지하다/신뢰하다,Kita harus mengandalkan Tuhan dalam setiap keputusan.,우리는 모든 결정에서 주님을 의지해야 한다.
memohon,간구하다,Kita boleh memohon dengan berani di hadapan takhta kasih karunia.,우리는 은혜의 보좌 앞에 담대히 간구할 수 있다.
menanggung,짊어지다/감당하다,Yesus menanggung dosa kita di atas kayu salib.,예수님은 십자가에서 우리의 죄를 짊어지셨다.
menerangi,비추다/조명하다,Firman Allah menerangi jalan yang harus kita tempuh.,하나님의 말씀은 우리가 걸어야 할 길을 비춘다.
membimbing,인도하다/안내하다,Roh Kudus membimbing kita dalam setiap langkah hidup.,성령님은 삶의 모든 발걸음에서 우리를 인도하신다.
menguatkan,강하게 하다,Tuhan menguatkan kita ketika kita merasa lemah.,우리가 약하다고 느낄 때 주님이 우리를 강하게 하신다.
membebaskan,해방시키다,Yesus datang untuk membebaskan kita dari kuasa dosa.,예수님은 죄의 권세에서 우리를 해방시키러 오셨다.
penatalayanan,청지기 직분,Penatalayanan yang baik mengelola berkat Tuhan dengan bijak.,선한 청지기 직분은 주님의 축복을 지혜롭게 관리한다.
perpuluhan,십일조,Perpuluhan adalah tanda ketaatan dan kepercayaan kepada Tuhan.,십일조는 주님께 대한 순종과 신뢰의 표시이다.
pelayanan anak,어린이 사역,Pelayanan anak menanamkan iman sejak usia dini.,어린이 사역은 어릴 때부터 믿음을 심어 준다.
pelayanan remaja,청소년 사역,Pelayanan remaja membantu generasi muda bertumbuh dalam iman.,청소년 사역은 젊은 세대가 믿음 안에서 성장하도록 돕는다.
pelayanan wanita,여성 사역,Pelayanan wanita memiliki peran penting dalam gereja.,여성 사역은 교회에서 중요한 역할을 한다.
panti asuhan,고아원,Gereja mendirikan panti asuhan sebagai wujud kasih kepada sesama.,교회는 이웃을 향한 사랑의 표현으로 고아원을 세웠다.
penggembalaan,목양,Penggembalaan yang baik memerlukan kasih dan ketekunan.,선한 목양은 사랑과 끈기를 필요로 한다.
konseling pastoral,목회 상담,Konseling pastoral membantu jemaat mengatasi masalah hidup.,목회 상담은 교인들이 삶의 문제를 극복하도록 돕는다.
pemuridan,제자 훈련,Pemuridan adalah proses membentuk pengikut Kristus yang sejati.,제자 훈련은 참된 그리스도의 추종자를 형성하는 과정이다.
perintisan gereja,교회 개척,Perintisan gereja adalah bagian dari misi Amanat Agung.,교회 개척은 대위임령 사명의 일부이다.
takhta putih,흰 보좌,Semua orang akan diadili di hadapan takhta putih Allah.,모든 사람은 하나님의 흰 보좌 앞에서 심판받을 것이다.
buku kehidupan,생명책,Nama orang percaya tercatat dalam buku kehidupan.,믿는 자의 이름은 생명책에 기록되어 있다.
Yerusalem baru,새 예루살렘,Yerusalem baru turun dari surga sebagai mempelai Kristus.,새 예루살렘이 그리스도의 신부로 하늘에서 내려온다.
millenium,천년 왕국,Millenium adalah periode pemerintahan Kristus selama seribu tahun.,천년 왕국은 그리스도의 천 년 통치 기간이다.
tribulasi,환난,Tribulasi besar akan mendahului kedatangan Kristus kedua.,대환난은 그리스도의 재림에 앞서 올 것이다.
haleluya,할렐루야,Haleluya berarti pujilah Tuhan dalam bahasa Ibrani.,할렐루야는 히브리어로 주님을 찬양하라는 뜻이다.
amin,아멘,Kita mengucapkan amin sebagai tanda persetujuan atas doa.,우리는 기도에 동의하는 표시로 아멘이라고 말한다.
syalom,샬롬,Syalom adalah salam perdamaian dalam tradisi Ibrani.,샬롬은 히브리 전통에서 평화의 인사이다.
maranata,마라나타,Maranata berarti Tuhan kita datanglah dalam bahasa Aram.,마라나타는 아람어로 우리 주여 오시옵소서라는 뜻이다.
imanuel,임마누엘,Imanuel berarti Allah menyertai kita.,임마누엘은 하나님이 우리와 함께 계신다는 뜻이다.
hosana,호산나,Hosana berarti selamatkanlah kami yang diucapkan kepada Yesus.,호산나는 예수님께 드린 우리를 구원하소서라는 뜻이다.
gloria,영광송,Gloria in excelsis Deo berarti kemuliaan bagi Allah di tempat yang maha tinggi.,지극히 높은 곳에서는 하나님께 영광이라는 뜻이다.
sola scriptura,오직 성경,Sola scriptura adalah prinsip reformasi bahwa Alkitab adalah otoritas tertinggi.,오직 성경은 성경이 최고 권위라는 종교개혁 원리이다.
sola fide,오직 믿음,Sola fide menegaskan bahwa keselamatan hanya melalui iman.,오직 믿음은 구원이 오직 믿음을 통해서만 온다고 확언한다.
sola gratia,오직 은혜,Sola gratia menegaskan bahwa keselamatan adalah anugerah Allah semata.,오직 은혜는 구원이 순전히 하나님의 선물임을 확언한다.
solus Christus,오직 그리스도,Solus Christus menegaskan bahwa hanya Kristus yang menjadi perantara keselamatan.,오직 그리스도는 그리스도만이 구원의 중보자임을 확언한다.
soli Deo gloria,오직 하나님께 영광,Soli Deo gloria berarti seluruh hidup kita dipersembahkan hanya bagi kemuliaan Allah.,오직 하나님께 영광은 우리의 전 삶이 하나님의 영광을 위해 바쳐진다는 뜻이다.
Amanat Agung,지상명령,Amanat Agung memerintahkan kita untuk menjadikan semua bangsa murid Kristus.,지상명령은 우리에게 모든 민족을 그리스도의 제자로 삼으라고 명한다.
hukum kasih,사랑의 계명,Hukum kasih merangkum seluruh hukum Taurat dan kitab para nabi.,사랑의 계명은 율법과 선지서 전체를 요약한다.
iman teguh,굳건한 믿음,Iman teguh tidak goyah meski badai kehidupan datang.,굳건한 믿음은 삶의 폭풍이 와도 흔들리지 않는다.
kasih persaudaraan,형제 사랑,Kasih persaudaraan mencerminkan kasih Kristus di antara kita.,형제 사랑은 우리 사이에서 그리스도의 사랑을 반영한다.
juru selamat,구원자/구세주,Yesus adalah satu-satunya juru selamat umat manusia.,예수님은 인류의 유일한 구세주이시다.
tubuh Kristus,그리스도의 몸,Gereja disebut sebagai tubuh Kristus di dunia ini.,교회는 이 세상에서 그리스도의 몸이라 불린다.
mempelai Kristus,그리스도의 신부,Gereja adalah mempelai Kristus yang sedang menantikan kedatangan-Nya.,교회는 그리스도의 오심을 기다리는 그분의 신부이다.
kasih mula-mula,첫사랑,Tuhan menegur jemaat Efesus yang meninggalkan kasih mula-mula.,주님은 첫사랑을 버린 에베소 교회를 책망하셨다.
hidup kekal,영생,Barangsiapa percaya kepada-Nya tidak binasa melainkan beroleh hidup kekal.,그를 믿는 자마다 멸망하지 않고 영생을 얻는다.
kuasa kebangkitan,부활의 능력,Kuasa kebangkitan Kristus bekerja dalam diri orang percaya.,그리스도 부활의 능력이 믿는 자 안에서 일한다.
