lusa,모레,Lusa saya akan berangkat ke Jakarta.,나는 모레 자카르타로 출발할 것이다.
kemarin lusa,그저께,Kemarin lusa kami mengadakan rapat besar.,그저께 우리는 큰 회의를 열었다.
minggu lalu,지난주에,Minggu lalu saya bertemu dengan teman lama.,지난주에 나는 오랜 친구를 만났다.
minggu depan,다음 주에,Minggu depan ada ujian penting di sekolah.,다음 주에 학교에서 중요한 시험이 있다.
bulan lalu,지난달에,Bulan lalu harga bahan makanan naik drastis.,지난달에 식료품 가격이 급격히 올랐다.
bulan depan,다음 달에,Bulan depan kami akan pindah ke rumah baru.,다음 달에 우리는 새집으로 이사할 것이다.
tahun lalu,작년에,Tahun lalu saya mengunjungi Bali untuk pertama kali.,작년에 나는 처음으로 발리를 방문했다.
tahun depan,내년에,Tahun depan dia berencana menikah.,내년에 그는 결혼할 계획이다.
sesekali,때때로/이따금,Sesekali kita perlu beristirahat dari rutinitas.,때때로 우리는 일상에서 쉴 필요가 있다.
sewaktu-waktu,언제든지/수시로,Bahaya bisa datang sewaktu-waktu tanpa peringatan.,위험은 경고 없이 언제든지 올 수 있다.
setiap hari,매일,Setiap hari dia berolahraga selama tiga puluh menit.,그는 매일 30분씩 운동한다.
setiap minggu,매주,Setiap minggu kami berkumpul untuk makan bersama.,매주 우리는 함께 식사하기 위해 모인다.
setiap saat,항시/언제나,Roh Kudus ada bersama kita setiap saat.,성령님은 항시 우리와 함께 계신다.
sejak dulu,예로부터/오래전부터,Sejak dulu daerah ini dikenal sebagai penghasil kopi.,예로부터 이 지역은 커피 산지로 알려져 있다.
sejak tadi,아까부터/이전부터,Dia sudah menunggu sejak tadi pagi.,그는 오늘 아침부터 기다리고 있었다.
sebelumnya,이전에/그 전에,Sebelumnya saya tidak pernah mencoba masakan ini.,이전에 나는 이 요리를 먹어 본 적이 없었다.
sesudahnya,그 후에/이후에,Sesudahnya kami pergi makan bersama.,그 후에 우리는 함께 밥을 먹으러 갔다.
sementara itu,그동안/한편,Sementara itu ibu menyiapkan makan malam di dapur.,그동안 어머니는 주방에서 저녁을 준비하셨다.
seiring waktu,시간이 흐르면서,Seiring waktu luka itu perlahan sembuh.,시간이 흐르면서 그 상처는 서서히 나았다.
pada akhirnya,결국에는,Pada akhirnya kebenaran selalu terungkap.,결국에는 진실은 항상 드러난다.
amat,매우/몹시,Dia amat senang mendengar kabar baik itu.,그는 그 좋은 소식을 듣고 몹시 기뻐했다.
begitu,그토록/그렇게,Saya tidak menyangka hidupnya begitu sulit.,나는 그의 삶이 그토록 힘들 줄 몰랐다.
betapa,얼마나,Betapa indahnya pemandangan dari puncak gunung ini.,이 산 정상에서 바라보는 경치가 얼마나 아름다운가.
demikian,이처럼/그와 같이,Demikianlah cara kerja mesin ini.,이처럼 이 기계는 작동한다.
sedemikian,그토록/그 정도로,Saya tidak menduga masalahnya sedemikian besar.,나는 문제가 그 정도로 클 줄 몰랐다.
setidaknya,적어도/최소한,Setidaknya hubungi kami sebelum berangkat.,적어도 출발하기 전에 우리에게 연락해라.
sedikitnya,적어도/최소,Butuh sedikitnya dua jam untuk sampai ke sana.,그곳에 도착하려면 최소 두 시간이 필요하다.
sebanyak-banyaknya,최대한 많이,Minumlah air sebanyak-banyaknya agar tidak dehidrasi.,탈수를 막기 위해 최대한 많이 물을 마셔라.
sebaik-baiknya,최대한 잘,Kerjakan tugas itu sebaik-baiknya.,그 과제를 최대한 잘 해라.
lebih-lebih,더욱이/특히나,Dia tidak suka keramaian lebih-lebih di tempat tertutup.,그는 소란스러운 것을 싫어하는데 더욱이 밀폐된 곳에서는 더욱 그렇다.
semata-mata,오로지/순전히,Dia melakukan itu semata-mata karena rasa kasih.,그는 순전히 사랑의 마음으로 그 일을 했다.
nyatanya,실제로/사실상,Nyatanya tidak semua orang bisa melakukan hal itu.,실제로 모든 사람이 그 일을 할 수 있는 것은 아니다.
faktanya,사실,Faktanya angka kemiskinan masih cukup tinggi.,사실 빈곤율은 아직 꽤 높다.
ironisnya,아이러니하게도,Ironisnya dia justru gagal di bidang yang paling dikuasainya.,아이러니하게도 그는 가장 잘 하는 분야에서 오히려 실패했다.
sayangnya,아쉽게도/안타깝게도,Sayangnya tiket konser itu sudah habis terjual.,아쉽게도 그 콘서트 티켓은 이미 다 팔렸다.
untungnya,다행히도,Untungnya tidak ada korban dalam kecelakaan itu.,다행히도 그 사고에서 부상자가 없었다.
celakanya,불행히도/공교롭게도,Celakanya dia tiba tepat saat acara selesai.,공교롭게도 그는 행사가 끝나는 바로 그때 도착했다.
anehnya,이상하게도,Anehnya tidak seorang pun mendengar suara itu.,이상하게도 아무도 그 소리를 듣지 못했다.
secara perlahan,서서히/천천히,Kondisi ekonomi membaik secara perlahan.,경제 상황이 서서히 나아지고 있다.
secara mendalam,심층적으로/깊이,Kita perlu membahas masalah ini secara mendalam.,우리는 이 문제를 깊이 논의할 필요가 있다.
secara resmi,공식적으로,Peraturan itu belum secara resmi diberlakukan.,그 규정은 아직 공식적으로 시행되지 않았다.
secara keseluruhan,전반적으로,Secara keseluruhan hasil evaluasi tahun ini memuaskan.,전반적으로 올해 평가 결과는 만족스럽다.
secara khusus,특별히/특수하게,Ruangan ini dirancang secara khusus untuk anak berkebutuhan.,이 방은 특별한 필요가 있는 아이들을 위해 특별히 설계되었다.
