terserak,흩어지다/흩뿌려지다,Benih-benih itu terserak di sepanjang jalan.,씨앗들이 길가에 흩어졌다.
bertekun,인내하다/꾸준히 하다,Kita harus bertekun dalam doa setiap hari.,우리는 매일 기도에 꾸준히 힘써야 한다.
memecahkan,깨뜨리다/해결하다,Yesus memecahkan roti dan memberikannya kepada murid-murid.,예수께서 떡을 떼어 제자들에게 주셨다.
ketakutanlah,두려워하라/겁을 내다,Janganlah ketakutanlah menghalangi langkah imanmu.,두려움이 네 믿음의 발걸음을 막지 못하게 하라.
mengadakan,개최하다/일으키다,Tuhan mengadakan mujizat di tengah umat-Nya.,하나님께서 그 백성 가운데 기적을 일으키셨다.
mujizat,기적/이적,Mujizat terjadi bagi mereka yang percaya.,기적은 믿는 자들에게 일어난다.
tanda,표적/징조,Tanda-tanda ini akan mengikuti orang yang percaya.,이 표적들이 믿는 자들을 따를 것이다.
harta,재물/보물,Jangan kumpulkan harta di bumi yang sementara ini.,이 덧없는 땅에 재물을 쌓지 말라.
keperluan,필요/필요 사항,Allah akan mencukupi semua keperluan hidupmu.,하나님께서 네 삶의 모든 필요를 채우실 것이다.
tiap-tiap,각각의/매,Tiap-tiap hari adalah anugerah dari Tuhan.,매일매일은 하나님이 주신 은혜이다.
bergilir,교대로/번갈아,Mereka melayani Tuhan secara bergilir.,그들은 교대로 하나님을 섬겼다.
gembira,기쁘다/즐겁다,Hati yang gembira adalah obat yang manjur.,기쁜 마음은 효험 있는 약이다.
tulus,진심 어린/순수한,Berikanlah persembahan dengan hati yang tulus.,순수한 마음으로 헌물을 드리라.
disukai,좋아하다(수동)/사랑받다,Ia disukai oleh semua orang di jemaat.,그는 교회의 모든 사람에게 사랑받았다.
menambah,더하다/늘리다,Kasih Allah selalu menambah kekuatan kita.,하나님의 사랑은 항상 우리의 힘을 더해 준다.
jumlah,수/총합/인원,Jumlah jemaat terus bertambah setiap minggunya.,교인 수가 매주 계속 늘어나고 있다.
penganiayaan,박해/핍박,Para rasul mengalami penganiayaan karena Injil.,사도들은 복음 때문에 박해를 받았다.
hebat,대단한/굉장한,Kuasa Allah sungguh hebat dan tak terbatas.,하나님의 능력은 정말 대단하고 한이 없다.
